file_name,audio_data,sample_rate,label,breed,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_0_max,mfcc_1_max,mfcc_2_max,mfcc_3_max,mfcc_4_max,mfcc_5_max,mfcc_6_max,mfcc_7_max,mfcc_8_max,mfcc_9_max,mfcc_10_max,mfcc_11_max,mfcc_12_max,mfcc_0_min,mfcc_1_min,mfcc_2_min,mfcc_3_min,mfcc_4_min,mfcc_5_min,mfcc_6_min,mfcc_7_min,mfcc_8_min,mfcc_9_min,mfcc_10_min,mfcc_11_min,mfcc_12_min
Maymun\maymun_12.wav,"[ 0.          0.         -0.02133179 ... -0.00149536 -0.00112915
 -0.00097656]",20000,monkey,,1.3588071,0.09683353,-0.63447,0.20407192,-0.11825453,0.89907885,1.1880031,1.1962723,0.4869743,-0.4559893,-1.4953597,0.9533127,0.50223017,-0.12914793,1.342756,1.4195554,0.59100777,0.9572957,1.2607831,2.0225055,1.94107,3.4489102,3.809723,2.9041622,2.5581055,0.9667226,0.88420624,0.65962815,-0.35718223,0.30671006,0.24037553,1.292823,2.3936183,2.484741,2.5431502,1.9619976,0.29265532,1.6803597,0.987399,1.4299753,0.052035857,-0.559026,0.048629858,-0.80478764,0.5034468,0.93472064,0.99401027,-0.90290976,-2.042999,-2.6837797,-0.889578,-0.32816964
Kurbaga\kurbaga_3.wav,"[ 0.00230667 -0.00431636  0.0002729  ... -0.00091902  0.00138491
 -0.00163088]",11025,frog,,-1.6094273,-0.8201193,0.5221434,0.024814157,0.1519114,0.13121095,1.0274494,-0.11825553,-0.7906555,-0.09455754,-0.13413449,-0.3568851,0.07894468,3.9297097,-0.3998656,-0.055611998,-0.6915616,-0.44452477,-1.3796422,1.8991982,-1.2304341,2.3219655,-0.877015,-1.0901406,-0.13468158,-0.9823767,0.88420624,-0.4747983,0.2195266,-0.33219686,-0.35350364,-0.45228902,1.8250759,-0.6531409,-0.7890884,-0.36871123,-0.64815027,-0.8807464,-0.40736365,-2.9356253,-0.024909941,0.47232097,0.5067577,0.27352813,0.8706304,1.1536092,0.26749542,-1.8140007,-0.4309681,-0.42758358,-0.38911548,0.7018624
Inek\inek_21.wav,"[-0.00055591 -0.00350542  0.00139483 ... -0.07316175 -0.10216526
 -0.08358963]",8000,cow,,2.0535066,-0.86571455,0.52337974,-0.24884532,-0.038798474,-0.15644035,-0.064709775,-0.36947754,0.026217595,-0.44074342,-0.194462,0.27478853,0.25037447,-0.65425515,-0.059279617,-0.42265347,-1.3486934,0.045554098,-0.5044204,-0.73434395,-0.7010226,-0.9548399,-0.7110173,-0.8472208,-0.9011298,-0.68317044,1.3686708,-0.703187,-0.35718223,-0.896287,-0.934296,-1.2566026,-1.1215417,-1.3246735,-1.1560186,-1.0198404,-0.8722202,0.15119562,0.2360466,1.3511512,0.052035857,0.59720325,0.20097126,-0.27164912,-0.25401086,-0.2983471,-0.45604512,0.36628807,-0.46967077,-0.13976333,0.9520806,0.7375698
Kopek-Part1\dog_55.wav,"[ 0.0000000e+00 -3.0517578e-05  0.0000000e+00 ...  1.3427734e-03
 -1.1901855e-03 -3.3264160e-03]",16000,dog,,0.2466416,1.7125026,-0.12635884,-1.9306473,-0.87286085,-0.805457,-0.3487495,-1.7043518,-0.2770475,1.264833,1.0369645,-2.422754,0.8008256,-0.5809005,-0.60923254,-0.4059858,-0.88954705,-0.9810304,0.4220903,-1.226547,-0.85734874,-0.2456507,-0.33914444,-0.026803516,2.6351676,1.2693589,0.48964897,1.4287993,-0.72226125,-2.1683216,-1.1856575,-1.1573856,-1.104946,-1.5998403,0.15406305,0.72281665,1.7815156,1.2644744,1.7145882,1.0616311,2.0096054,-0.26177633,-1.3239162,0.049754933,-0.9486763,0.4681278,-0.820887,0.12516811,1.2330912,0.2617287,-1.6512655,0.62037086
Kedi-Part1\cat_44.wav,"[ 0.00198364  0.00463867  0.01123047 ... -0.00054932  0.0007019
  0.00073242]",16000,cat,,0.36125603,0.5731893,1.6208272,0.5798114,1.2137389,1.0501465,0.59957063,0.25874224,0.73000884,0.34398013,0.37722504,0.41887555,0.19345188,-0.49201766,-0.5664855,-0.32149997,1.221085,-0.4637615,-0.48397595,-0.57048494,-0.70889676,-1.1356977,-1.1832879,-1.1923891,-1.0908358,-1.3111769,0.489121,0.56769854,1.5983086,0.2460945,0.9230078,0.62663925,0.115359016,0.06204702,0.19051929,-0.38833252,-0.3824792,-0.51499885,-0.6013594,1.1226971,0.7423933,1.1886247,-0.47957924,0.84361017,0.92574453,0.8626446,0.58185107,1.3871391,0.6685337,0.68284595,0.9353297,1.1244524
Kopek-Part1\dog_34.wav,"[ 0.0000000e+00 -3.0517578e-05 -6.1035156e-05 ...  4.2724609e-04
 -2.1362305e-03 -6.3171387e-03]",16000,dog,,0.29510972,1.564237,-0.040424187,-1.7055049,-0.2309883,-0.6725967,-0.5869041,-1.7119601,-0.3131563,1.111997,0.10910678,-1.5650265,1.6149813,-0.24279246,-0.08080919,0.11010354,-0.42126366,-1.0488527,0.6991524,-0.6205688,-0.36993268,0.059337195,-0.2573084,-0.44849864,-0.25544116,-0.13319474,0.5644295,1.2816198,-0.48918197,-1.7657709,-0.7339008,-0.67469406,-1.0447859,-1.7703444,0.32786763,0.08606249,-0.27695188,-1.0088271,0.6549095,0.849313,1.8326159,-0.24413775,-1.274805,0.41529372,-0.8051657,-0.4482144,-1.4551765,-0.005698043,1.1215756,0.26381028,-0.70818675,1.3246238
Kus-Part2\Kus_110.wav,"[ 1.9042969e-02 -1.1444092e-02 -4.1503906e-02 ... -3.2348633e-03
 -9.1552734e-05  2.6550293e-03]",44100,bird,,-0.2773532,-1.4575664,-2.6384397,-0.6550382,-2.015118,0.071434416,-0.7706924,2.3438287,0.56661403,0.99090797,-0.24069455,1.5752358,1.3218558,-0.8094504,-0.4477887,-0.21489975,-0.13788882,0.37486193,-0.1793948,1.4551523,1.0565367,-0.40344992,0.27474225,-0.0445524,0.30064085,0.73278403,-0.45732862,-0.8978743,-2.7754774,-0.27510956,-0.3944495,0.01886991,0.37677953,2.398369,-0.029359061,0.81223464,-0.026716685,0.89825994,0.8988346,0.6274828,-0.80502486,-2.2177331,-0.91322243,-1.3935741,-0.086242005,-1.7405095,1.2770724,0.56827545,0.33126628,-0.22713429,0.69933456,0.5369101
Kurbaga\kurbaga_3.wav,[0.00279709 0.0075758  0.00173209 ... 0.00073654 0.00190533 0.00174903],11025,frog,,-1.6094273,-0.8201193,0.5221434,0.024814157,0.1519114,0.13121095,1.0274494,-0.11825553,-0.7906555,-0.09455754,-0.13413449,-0.3568851,0.07894468,3.9297097,-0.3998656,-0.055611998,-0.6915616,-0.44452477,-1.3796422,1.8991982,-1.2304341,2.3219655,-0.877015,-1.0901406,-0.13468158,-0.9823767,0.88420624,-0.4747983,0.2195266,-0.33219686,-0.35350364,-0.45228902,1.8250759,-0.6531409,-0.7890884,-0.36871123,-0.64815027,-0.8807464,-0.40736365,-2.9356253,-0.024909941,0.47232097,0.5067577,0.27352813,0.8706304,1.1536092,0.26749542,-1.8140007,-0.4309681,-0.42758358,-0.38911548,0.7018624
Tavuk\tavuk_18.wav,"[ 0.00683001 -0.00943009 -0.00064366 ... -0.00061145 -0.00018662
  0.00159422]",22050,chicken,,0.6086058,-0.6047772,0.40977883,-0.1471813,-0.26602605,-0.07830629,0.13560489,-0.7664885,-0.060592722,0.23003191,0.6137311,1.139105,0.6684116,2.8080266,0.8742411,-0.08798738,-0.9946009,1.6289911,-0.8614283,-1.3657063,1.3485439,-0.7663408,-0.163071,0.3402713,1.5024483,-0.0088550355,0.88420624,-0.047039714,-0.35718223,-0.11772419,0.24048378,-0.48969096,-0.32057968,-1.3000801,-1.1560186,0.18176411,0.84023005,1.6625686,0.80228925,-1.6468349,0.052035857,0.15022792,0.26590303,-1.6281292,-0.13332932,0.3850279,-2.0123127,0.29904294,0.27182734,0.6864569,1.5759126,1.6891772
Kedi-Part1\cat_27.wav,"[-3.0517578e-04 -4.8828125e-04 -4.5776367e-04 ... -1.0375977e-03
 -2.4414062e-04 -6.1035156e-05]",16000,cat,,0.3764902,0.26896095,0.8385783,0.25878897,0.35314992,0.67071897,0.17515816,-0.10610772,-0.10276008,-0.58990663,0.005690584,0.2814965,0.28207645,0.89482206,1.0922043,0.3274724,-0.6108151,-0.084722966,-0.18014817,-0.26413393,-0.71636885,0.00928289,0.23928246,-0.48925313,0.29471377,-0.38908315,0.88420624,0.18625683,0.78980654,0.24101362,0.13237736,0.5944937,0.26540074,-0.5029535,-0.21252704,-0.75857306,-0.57377964,1.7239133,0.6670906,0.3378844,0.052035857,0.0072357105,0.7161616,0.10761052,0.76913947,-0.6551667,0.24352615,-0.68869734,-0.8535806,-0.12035402,0.52038825,0.7893063
Maymun\maymun_22.wav,"[ 0.00344141 -0.00612674 -0.00430918 ...  0.0012627  -0.00075443
  0.00030893]",44100,monkey,,-1.2687286,0.4699263,0.5686913,-1.4666498,1.4971658,-0.38082376,1.3774561,-0.46675065,2.1044967,-1.0172584,0.83133644,-0.2602744,0.25327915,0.23494446,2.0984986,-0.42029983,2.3000753,1.4672927,0.17451017,0.84202373,-0.3473591,1.7787502,-0.071532905,-0.58778393,-0.2995395,-0.56142944,-1.0943873,0.53513473,0.6614082,-0.3803073,2.7281716,-0.36093393,0.8926189,-0.62541395,1.8962483,-0.8937123,0.0042015314,-0.47571298,-0.099016406,-0.8210531,0.052035857,0.6738054,-1.7355531,1.4371749,-0.102064386,1.4328349,-0.63591254,1.6393342,-0.5424559,1.6956223,-0.017103493,0.31986037
cats_dogs\cat_108.wav,"[-0.02947998 -0.02902222 -0.02746582 ...  0.00045776  0.00042725
  0.00045776]",16000,cat,,1.2392997,-0.9327392,0.3870661,0.5542135,-0.35974434,0.9666436,0.24738346,0.89594084,1.767056,1.6214265,0.75545275,0.19359758,-1.1843722,0.52579015,0.5225302,0.30962938,0.9230672,1.6195432,0.8542917,-0.11284661,2.4642885,2.6036472,2.4974387,-0.1982484,1.7188858,2.6655772,0.88420624,0.35360047,1.1745788,0.665579,0.44555855,1.61854,0.42724934,1.8200644,2.182419,1.9886289,0.32374197,2.5921748,0.29696885,0.04864937,-0.87007433,0.18372625,0.57908124,-0.72920847,1.3657053,0.07351589,0.4940951,0.39126346,1.3733544,1.0839624,-0.670515,-2.220219
Tavuk\tavuk_18.wav,"[ 7.21807556e-03 -5.66121494e-04  5.74746083e-03 ...  1.54793776e-03
  9.76219880e-05  4.32229504e-04]",22050,chicken,,0.6086058,-0.6047772,0.40977883,-0.1471813,-0.26602605,-0.07830629,0.13560489,-0.7664885,-0.060592722,0.23003191,0.6137311,1.139105,0.6684116,2.8080266,0.8742411,-0.08798738,-0.9946009,1.6289911,-0.8614283,-1.3657063,1.3485439,-0.7663408,-0.163071,0.3402713,1.5024483,-0.0088550355,0.88420624,-0.047039714,-0.35718223,-0.11772419,0.24048378,-0.48969096,-0.32057968,-1.3000801,-1.1560186,0.18176411,0.84023005,1.6625686,0.80228925,-1.6468349,0.052035857,0.15022792,0.26590303,-1.6281292,-0.13332932,0.3850279,-2.0123127,0.29904294,0.27182734,0.6864569,1.5759126,1.6891772
Koyun\koyun_34.wav,"[ 0.00274855  0.00239653 -0.0051075  ...  0.00109261 -0.00053864
 -0.00015231]",22255,baby sheep,,-1.9078312,0.69684035,-0.7882797,0.048154462,-0.09551408,-0.8865368,-0.5558062,-0.27370787,-0.6940767,-0.6102583,-0.7727921,-0.13014984,-0.056226645,-0.6259502,-0.21858099,-0.14384033,0.31810403,-0.19466265,-0.13485403,0.38070562,0.13850762,0.63496053,-0.6959898,0.26837164,-0.46598905,-0.52837604,-2.149011,0.571526,-0.5711962,0.19297165,-0.35958076,-0.670794,-0.4232322,-0.38910148,-0.1447711,-0.88972324,-0.61604995,-0.59464103,-0.48958752,-1.3386136,1.0122982,-0.25556895,-0.28916076,-0.48391822,-0.37674293,-0.40938652,-0.14453997,-0.4681257,-0.23833467,-0.5489266,0.08727287,0.23165676
Kopek-Part2\dog_198.wav,"[-0.00372692 -0.00523553 -0.00010923 ...  0.01875649  0.01936856
  0.01102637]",11025,dog,,0.8666767,-0.0687548,-1.2908468,-0.92266005,-0.932614,0.075322695,0.38938636,-0.09459195,1.7955363,0.5258814,0.33487272,1.6117542,1.0675576,-0.099493854,0.2720206,1.0286484,-0.2588242,0.55479366,0.1674619,0.018984439,0.19865291,1.4746099,0.0946367,0.63059044,0.69334865,1.0646548,0.88420624,0.00920849,-0.35718223,-0.741038,-0.20158151,0.6646896,0.25847882,0.46540406,3.5533497,0.12296725,0.69649374,1.6110367,1.4588375,0.7119064,0.052035857,-0.7703124,-0.729207,-0.6661324,-0.1424174,0.13948095,-0.21692643,1.268471,0.34550568,-0.23596673,0.70668095,0.54016066
cats_dogs\cat_63.wav,[0.0128479  0.01229858 0.01132202 ... 0.00531006 0.00515747 0.00823975],16000,cat,,0.775239,0.56551427,0.37804276,-0.3508781,-0.4343281,0.5932377,-0.28441602,0.7412157,-0.3013086,-1.0448413,-1.1840712,-0.8703352,-0.963945,-0.16017006,-0.3219816,0.06445614,0.14868546,0.958636,0.045686252,1.0930867,-0.37727693,-0.14377011,0.43976194,1.3006345,1.2324458,2.7437036,0.6056578,0.3595699,0.38282606,-0.32704157,-0.09126662,0.41959822,0.06190441,0.88491905,-0.50357497,-0.7859606,-0.38722256,-0.4105322,1.561989,0.85705835,0.30715594,0.1434047,-0.46770453,-0.8389916,-0.08941063,-0.98252374,1.0413802,-0.17332824,-0.9087107,-1.3490393,-1.8619345,-2.1719227
Esek\esek_2.wav,"[-0.01230641  0.00095117  0.00756565 ... -0.00064065  0.0002158
  0.00031411]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
Inek\inek_21.wav,"[ 0.00371411  0.00315455  0.00373044 ... -0.09107778 -0.12877527
 -0.09839867]",8000,cow,,2.0535066,-0.86571455,0.52337974,-0.24884532,-0.038798474,-0.15644035,-0.064709775,-0.36947754,0.026217595,-0.44074342,-0.194462,0.27478853,0.25037447,-0.65425515,-0.059279617,-0.42265347,-1.3486934,0.045554098,-0.5044204,-0.73434395,-0.7010226,-0.9548399,-0.7110173,-0.8472208,-0.9011298,-0.68317044,1.3686708,-0.703187,-0.35718223,-0.896287,-0.934296,-1.2566026,-1.1215417,-1.3246735,-1.1560186,-1.0198404,-0.8722202,0.15119562,0.2360466,1.3511512,0.052035857,0.59720325,0.20097126,-0.27164912,-0.25401086,-0.2983471,-0.45604512,0.36628807,-0.46967077,-0.13976333,0.9520806,0.7375698
Esek\esek_2.wav,"[-0.00088347  0.00239092 -0.00031354 ...  0.0012863  -0.00016644
 -0.00078982]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
Kurbaga\kurbaga_3.wav,"[-0.00075685  0.00179409  0.00248871 ... -0.00022502 -0.00076645
 -0.00116161]",11025,frog,,-1.6094273,-0.8201193,0.5221434,0.024814157,0.1519114,0.13121095,1.0274494,-0.11825553,-0.7906555,-0.09455754,-0.13413449,-0.3568851,0.07894468,3.9297097,-0.3998656,-0.055611998,-0.6915616,-0.44452477,-1.3796422,1.8991982,-1.2304341,2.3219655,-0.877015,-1.0901406,-0.13468158,-0.9823767,0.88420624,-0.4747983,0.2195266,-0.33219686,-0.35350364,-0.45228902,1.8250759,-0.6531409,-0.7890884,-0.36871123,-0.64815027,-0.8807464,-0.40736365,-2.9356253,-0.024909941,0.47232097,0.5067577,0.27352813,0.8706304,1.1536092,0.26749542,-1.8140007,-0.4309681,-0.42758358,-0.38911548,0.7018624
Maymun\maymun_22.wav,"[-0.00478147  0.00551061  0.00304604 ... -0.00357434 -0.00013142
 -0.0007038 ]",44100,monkey,,-1.2687286,0.4699263,0.5686913,-1.4666498,1.4971658,-0.38082376,1.3774561,-0.46675065,2.1044967,-1.0172584,0.83133644,-0.2602744,0.25327915,0.23494446,2.0984986,-0.42029983,2.3000753,1.4672927,0.17451017,0.84202373,-0.3473591,1.7787502,-0.071532905,-0.58778393,-0.2995395,-0.56142944,-1.0943873,0.53513473,0.6614082,-0.3803073,2.7281716,-0.36093393,0.8926189,-0.62541395,1.8962483,-0.8937123,0.0042015314,-0.47571298,-0.099016406,-0.8210531,0.052035857,0.6738054,-1.7355531,1.4371749,-0.102064386,1.4328349,-0.63591254,1.6393342,-0.5424559,1.6956223,-0.017103493,0.31986037
Esek\esek_2.wav,"[-0.00463142  0.00142901 -0.00031602 ... -0.00147763 -0.00173281
 -0.00033608]",8000,donkey,,1.3308985,-1.1001909,0.58295095,-0.29667822,0.144981,0.19385104,0.20465285,-0.013326143,0.039038975,-0.42934617,-0.23085096,-0.103602186,0.023897257,1.555222,-0.99835396,-0.5667873,-1.1666847,-0.08603623,-1.1249334,-1.1410121,-0.63554287,-0.61189055,-0.4841278,0.1923638,-0.6315948,-0.86967087,0.88420624,-1.0282738,-0.35718223,-1.0951433,-0.37021896,0.4797996,0.19052798,0.84307534,-1.1368895,-0.34320694,0.3914981,-1.056116,0.1345621,-0.6195551,-0.3300469,0.45336965,-0.032802198,-0.8096505,0.88283396,0.95762277,0.6267016,-0.47759464,-0.8847195,-0.90091413,-0.288436,0.51149786
Kurbaga\kurbaga_3.wav,"[ 0.00027179 -0.00683782  0.00258118 ... -0.00093782  0.00018079
  0.0017203 ]",11025,frog,,-1.6094273,-0.8201193,0.5221434,0.024814157,0.1519114,0.13121095,1.0274494,-0.11825553,-0.7906555,-0.09455754,-0.13413449,-0.3568851,0.07894468,3.9297097,-0.3998656,-0.055611998,-0.6915616,-0.44452477,-1.3796422,1.8991982,-1.2304341,2.3219655,-0.877015,-1.0901406,-0.13468158,-0.9823767,0.88420624,-0.4747983,0.2195266,-0.33219686,-0.35350364,-0.45228902,1.8250759,-0.6531409,-0.7890884,-0.36871123,-0.64815027,-0.8807464,-0.40736365,-2.9356253,-0.024909941,0.47232097,0.5067577,0.27352813,0.8706304,1.1536092,0.26749542,-1.8140007,-0.4309681,-0.42758358,-0.38911548,0.7018624
Tavuk\tavuk_6.wav,"[ 0.0000000e+00 -3.0517578e-05 -3.0517578e-05 ... -3.0517578e-05
 -3.0517578e-05 -3.0517578e-05]",22050,chicken,,-2.1630425,0.23259017,0.51793605,-1.3693149,-0.060458984,0.45505667,0.9990231,0.09977323,-0.109519616,-0.44325435,0.039029326,0.36257285,0.39624956,0.039141674,-0.14619426,0.6084633,0.98068047,-0.21778977,-0.45505062,-0.65611815,-0.39124113,-0.27094448,-0.5491984,-0.65254354,-0.42198345,-0.5040027,-1.9397874,0.021541016,0.8817328,-0.69377196,-0.10332875,-0.08811584,0.42904446,-0.28258583,-0.2971442,-0.64243543,-0.3483912,0.18931192,0.0989896,-1.6208633,0.41593608,0.4132712,-1.2405425,0.4225991,0.6667757,0.7795926,0.18756336,0.2039075,0.10458076,0.67991936,0.7781288,0.50012326
songs\bird_black_woodpecker_98942.flac,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.0517578e-05
  0.0000000e+00  0.0000000e+00]",44100,bird,black_woodpecker,-0.10835664,1.514743,0.43408173,0.74844277,0.31805614,-0.28298733,-0.675946,1.1478586,0.4979267,1.0297483,-0.20340134,0.50455827,0.4499892,-0.8370407,-0.8495818,-1.4339741,-1.13236,-1.2417369,-0.9825429,-1.2507174,-1.2520672,-1.0873976,-1.0764396,-0.99588466,-0.69137055,-0.7999926,-0.9255403,0.6829416,0.1759752,0.06943842,0.19775389,-0.77533644,-1.2894175,0.1677673,-0.0669897,0.00085903564,-0.80214417,-0.19077092,-0.20011078,-0.55161387,0.052035857,1.1321894,0.94502366,1.0599746,0.40735182,0.040281307,1.3097056,1.1417805,1.2592949,0.48393387,0.6877775,1.0254
Tavuk\tavuk_18.wav,"[ 2.93015766e-03  3.11456760e-03 -3.29274893e-03 ... -4.71616054e-04
  9.08098191e-04  6.56263406e-05]",22050,chicken,,0.6086058,-0.6047772,0.40977883,-0.1471813,-0.26602605,-0.07830629,0.13560489,-0.7664885,-0.060592722,0.23003191,0.6137311,1.139105,0.6684116,2.8080266,0.8742411,-0.08798738,-0.9946009,1.6289911,-0.8614283,-1.3657063,1.3485439,-0.7663408,-0.163071,0.3402713,1.5024483,-0.0088550355,0.88420624,-0.047039714,-0.35718223,-0.11772419,0.24048378,-0.48969096,-0.32057968,-1.3000801,-1.1560186,0.18176411,0.84023005,1.6625686,0.80228925,-1.6468349,0.052035857,0.15022792,0.26590303,-1.6281292,-0.13332932,0.3850279,-2.0123127,0.29904294,0.27182734,0.6864569,1.5759126,1.6891772
Aslan\aslan_1.wav,"[ 0.01033442  0.01278336  0.00755659 ... -0.00248051 -0.00197642
 -0.00112695]",22050,lion,,0.6210768,-0.56442916,2.5550597,0.4286891,0.35276392,2.3676114,1.6211036,-1.1059246,1.0939512,-1.0923113,1.7412623,-1.0805963,2.0482821,-0.54234517,-1.3208071,-0.5155358,-0.6375241,-0.005042414,0.40676555,-0.28058413,1.6265424,-0.16681215,0.21703188,0.05783468,-0.5887005,-0.78342456,0.34876677,-1.218118,2.5799234,-0.042012095,0.34391317,2.3671477,1.0938832,-0.9344926,0.3875599,-1.0478058,0.8868131,-1.2681605,0.72781724,0.9004675,0.28526285,1.8681339,0.7378935,0.36462653,1.454253,1.3583052,-2.2266846,1.213325,-0.8670988,1.1757239,-0.7570185,2.1156838
Kopek-Part2\dog_198.wav,"[ 0.00517755  0.00972156 -0.0020382  ...  0.00202723  0.00135766
  0.0006038 ]",11025,dog,,0.8666767,-0.0687548,-1.2908468,-0.92266005,-0.932614,0.075322695,0.38938636,-0.09459195,1.7955363,0.5258814,0.33487272,1.6117542,1.0675576,-0.099493854,0.2720206,1.0286484,-0.2588242,0.55479366,0.1674619,0.018984439,0.19865291,1.4746099,0.0946367,0.63059044,0.69334865,1.0646548,0.88420624,0.00920849,-0.35718223,-0.741038,-0.20158151,0.6646896,0.25847882,0.46540406,3.5533497,0.12296725,0.69649374,1.6110367,1.4588375,0.7119064,0.052035857,-0.7703124,-0.729207,-0.6661324,-0.1424174,0.13948095,-0.21692643,1.268471,0.34550568,-0.23596673,0.70668095,0.54016066
Koyun\koyun_34.wav,"[-0.00852629  0.00292924  0.00747556 ... -0.00017643  0.00235911
  0.00227351]",22255,baby sheep,,-1.9078312,0.69684035,-0.7882797,0.048154462,-0.09551408,-0.8865368,-0.5558062,-0.27370787,-0.6940767,-0.6102583,-0.7727921,-0.13014984,-0.056226645,-0.6259502,-0.21858099,-0.14384033,0.31810403,-0.19466265,-0.13485403,0.38070562,0.13850762,0.63496053,-0.6959898,0.26837164,-0.46598905,-0.52837604,-2.149011,0.571526,-0.5711962,0.19297165,-0.35958076,-0.670794,-0.4232322,-0.38910148,-0.1447711,-0.88972324,-0.61604995,-0.59464103,-0.48958752,-1.3386136,1.0122982,-0.25556895,-0.28916076,-0.48391822,-0.37674293,-0.40938652,-0.14453997,-0.4681257,-0.23833467,-0.5489266,0.08727287,0.23165676
Kedi-Part2\cat_153.wav,"[-0.01712036 -0.01617432 -0.01245117 ... -0.00473022 -0.00918579
 -0.01080322]",16000,cat,,0.32285866,-0.016127454,0.9570549,1.2245642,0.56134605,0.8435737,0.5351983,0.88484293,1.8041613,1.1918952,0.6224941,-0.5174128,-0.076474294,-0.47579062,1.09225,-0.24347189,1.0037905,0.47257572,-0.686449,-0.4902297,-0.33674026,1.0007749,0.629981,-0.34124476,1.7801409,0.66270494,-0.024622982,-0.03095885,0.69059604,1.6269737,0.6561342,0.22729209,0.12415861,0.7539323,2.2502902,2.18967,0.46261507,-0.5193921,0.19813357,1.02589,-0.7626325,0.78638476,1.1346185,0.15252087,0.65211153,0.5557416,1.3112748,1.5568253,1.2128288,1.0335184,-1.7278286,-1.0527954
Inek\inek_21.wav,"[ 0.00062184 -0.00072047 -0.00285991 ... -0.09016965 -0.12880917
 -0.19885674]",8000,cow,,2.0535066,-0.86571455,0.52337974,-0.24884532,-0.038798474,-0.15644035,-0.064709775,-0.36947754,0.026217595,-0.44074342,-0.194462,0.27478853,0.25037447,-0.65425515,-0.059279617,-0.42265347,-1.3486934,0.045554098,-0.5044204,-0.73434395,-0.7010226,-0.9548399,-0.7110173,-0.8472208,-0.9011298,-0.68317044,1.3686708,-0.703187,-0.35718223,-0.896287,-0.934296,-1.2566026,-1.1215417,-1.3246735,-1.1560186,-1.0198404,-0.8722202,0.15119562,0.2360466,1.3511512,0.052035857,0.59720325,0.20097126,-0.27164912,-0.25401086,-0.2983471,-0.45604512,0.36628807,-0.46967077,-0.13976333,0.9520806,0.7375698
Kopek-Part2\dog_198.wav,"[-0.00166067  0.00255692 -0.00177414 ... -0.0146266  -0.01626834
 -0.00872809]",11025,dog,,0.8666767,-0.0687548,-1.2908468,-0.92266005,-0.932614,0.075322695,0.38938636,-0.09459195,1.7955363,0.5258814,0.33487272,1.6117542,1.0675576,-0.099493854,0.2720206,1.0286484,-0.2588242,0.55479366,0.1674619,0.018984439,0.19865291,1.4746099,0.0946367,0.63059044,0.69334865,1.0646548,0.88420624,0.00920849,-0.35718223,-0.741038,-0.20158151,0.6646896,0.25847882,0.46540406,3.5533497,0.12296725,0.69649374,1.6110367,1.4588375,0.7119064,0.052035857,-0.7703124,-0.729207,-0.6661324,-0.1424174,0.13948095,-0.21692643,1.268471,0.34550568,-0.23596673,0.70668095,0.54016066
